"","gasDayStart","gasInStorage","full","trend","injection","withdrawal","workingGasVolume","injectionCapacity","withdrawalCapacity","year","month"
"68","2022-07-05",668.2795,60.29,0.36,4261.63,272.6,1108.3581,11708.22,19842.94,"2022","07-05"
"69","2022-07-04",664.3163,59.94,0.37,4359.53,269,1108.3581,11708.56,19842.06,"2022","07-04"
"70","2022-07-03",660.2406,59.57,0.46,5298.04,230.9,1108.3339,11715.23,19839.81,"2022","07-03"
"71","2022-07-02",655.1873,59.11,0.43,5079.18,296.5,1108.3338,11715.58,19838.85,"2022","07-02"
"72","2022-07-01",650.4237,58.68,0.37,4443.79,362.5,1108.3337,11715.88,19838.03,"2022","07-01"
"73","2022-06-30",646.2322,58.32,0.28,3912.29,758.1,1108.1444,11715.93,19837.89,"2022","06-30"
"74","2022-06-29",643.1588,58.04,0.3,3846.93,558.8,1108.1444,11700.06,19836.59,"2022","06-29"
"75","2022-06-28",639.8974,57.74,0.31,3893.13,460.1,1108.1444,11700.42,19835.63,"2022","06-28"
"76","2022-06-27",636.3763,57.43,0.3,3793.29,508.4,1107.9944,11700.86,19834.47,"2022","06-27"
"77","2022-06-26",633.1092,57.14,0.44,4984.21,123.9,1108.0127,11702.27,19835.48,"2022","06-26"
"78","2022-06-25",628.2616,56.7,0.43,4935.9,131.7,1108.0123,11702.79,19834.04,"2022","06-25"
"79","2022-06-24",623.4904,56.27,0.33,3898.18,223.1,1108.0122,11701.35,19832.5,"2022","06-24"
"80","2022-06-23",619.9175,55.95,0.29,3451.26,245.2,1108.0122,11701.67,19831.63,"2022","06-23"
"81","2022-06-22",616.8703,55.67,0.27,3321.58,349.8,1108.0122,11689.19,19783.87,"2022","06-22"
"82","2022-06-21",613.8347,55.39,0.31,3847.69,375.5,1108.1222,11681.73,19753.88,"2022","06-21"
"83","2022-06-20",605.8363,55.18,0.32,3928.08,398.9,1097.8622,11561.32,19589.49,"2022","06-20"
"84","2022-06-19",602.3181,54.86,0.44,5029.52,207.4,1097.89,11562.09,19589.3,"2022","06-19"
"85","2022-06-18",597.5087,54.42,0.44,5040.04,226.8,1097.889,11563.14,19587.66,"2022","06-18"
"86","2022-06-17",592.7402,53.99,0.35,4013.85,203.3,1097.8881,11545.98,19586.06,"2022","06-17"
"87","2022-06-16",588.9638,53.66,0.34,3974.04,266.6,1097.5464,11547.11,19582.97,"2022","06-16"
"88","2022-06-15",585.2666,53.33,0.33,3952.32,278.7,1097.5463,11547.63,19581.53,"2022","06-15"
"89","2022-06-14",581.5929,52.99,0.33,3975.84,392,1097.546,11548.17,19580.08,"2022","06-14"
"90","2022-06-13",577.9672,52.66,0.37,4283.61,224.1,1097.5447,11500.4,19548.38,"2022","06-13"
"91","2022-06-12",573.2336,52.23,0.54,5997.08,66.6,1097.5393,11500.72,19546.68,"2022","06-12"
"92","2022-06-11",567.5427,51.71,0.52,5800.38,67.6,1097.5393,11501.23,19545.35,"2022","06-11"
"93","2022-06-10",561.8064,51.19,0.31,4010.06,622.7,1097.5393,11501.72,19544.06,"2022","06-10"
"94","2022-06-09",559.1902,50.95,0.26,3734.8,889.2,1097.5394,11501.38,19544.97,"2022","06-09"
"95","2022-06-08",556.6064,50.71,0.27,3753.65,843,1097.5393,11501.74,19544,"2022","06-08"
"96","2022-06-07",553.7107,50.45,0.35,4259.62,453,1097.5393,11508.58,19542.69,"2022","06-07"
"97","2022-06-06",549.904,50.1,0.45,5143.31,174.6,1097.5393,11509.08,19541.37,"2022","06-06"
"98","2022-06-05",544.927,49.65,0.51,5709.18,156.5,1097.5217,11509.15,19539.17,"2022","06-05"
"99","2022-06-04",539.3739,49.14,0.51,5692.99,137.3,1097.5217,11509.66,19537.85,"2022","06-04"
"100","2022-06-03",533.8165,48.64,0.42,4839.47,188.1,1097.5217,11541.88,19536.52,"2022","06-03"
"101","2022-06-02",529.1365,48.21,0.41,4785.87,282.2,1097.5217,11542.39,19535.18,"2022","06-02"
"102","2022-06-01",524.6601,47.8,0.35,4106.37,276.3,1097.5217,11542.89,19533.85,"2022","06-01"
"103","2022-05-31",520.8545,47.46,0.31,3908.81,522.6,1097.5218,11486.88,19458.59,"2022","05-31"
"104","2022-05-30",517.6523,47,0.31,4087.47,666.4,1101.3384,11506.16,19556.39,"2022","05-30"
"105","2022-05-29",514.078,46.68,0.47,5347.71,199,1101.3209,11506.32,19554.18,"2022","05-29"
"106","2022-05-28",508.9089,46.21,0.49,5486.5,124.8,1101.3209,11506.83,19552.82,"2022","05-28"
"107","2022-05-27",503.543,45.72,0.48,5377.69,87.3,1101.3209,11507.33,19551.49,"2022","05-27"
"108","2022-05-26",498.2598,45.24,0.48,5491.38,161.6,1101.3209,11507.84,19550.17,"2022","05-26"
"109","2022-05-25",492.9509,44.76,0.44,5166.73,272,1101.3209,11508.35,19548.81,"2022","05-25"
"110","2022-05-24",487.9551,44.31,0.43,4968.94,261.6,1101.3209,11508.34,19548.84,"2022","05-24"
"111","2022-05-23",483.3099,43.88,0.43,5026.18,240.1,1101.3209,11508.84,19547.51,"2022","05-23"
"112","2022-05-22",478.5283,43.45,0.53,5935.98,106.9,1101.3048,11508.96,19545.36,"2022","05-22"
"113","2022-05-21",472.6962,42.92,0.54,6023.66,88,1101.3048,11509.46,19544.05,"2022","05-21"
"114","2022-05-20",466.7766,42.38,0.45,5207.73,228.8,1101.3048,11509.94,19542.77,"2022","05-20"
"115","2022-05-19",461.6434,41.92,0.43,5001.64,219.9,1101.3048,11510.45,19541.43,"2022","05-19"
"116","2022-05-18",456.8083,41.48,0.4,4700.74,287.1,1101.3048,11510.97,19540.06,"2022","05-18"
"117","2022-05-17",452.4397,41.08,0.4,4598.05,238.1,1101.3258,11511.37,19539.01,"2022","05-17"
"118","2022-05-16",448.0595,40.68,0.43,5042.29,308.3,1101.3258,11511.84,19537.75,"2022","05-16"
"119","2022-05-15",443.3089,40.25,0.58,6478.84,63.9,1101.3058,11511.8,19535.59,"2022","05-15"
"120","2022-05-14",436.878,39.67,0.55,6184.33,82.8,1101.3058,11512.24,19534.42,"2022","05-14"
"121","2022-05-13",430.7427,39.11,0.51,5749.01,180.3,1101.3058,11504.64,19533.07,"2022","05-13"
"122","2022-05-12",425.1515,38.57,0.43,5392.49,705.3,1102.414,11495.17,19531.68,"2022","05-12"
"123","2022-05-11",420.394,38.13,0.45,5431.49,498.8,1102.414,11495.69,19530.3,"2022","05-11"
"124","2022-05-10",415.4735,37.73,0.42,5400.44,803.8,1101.2669,11482.38,19495.39,"2022","05-10"
"125","2022-05-09",410.8998,37.31,0.44,5318.04,520.2,1101.2669,11482.91,19493.98,"2022","05-09"
"126","2022-05-08",406.1048,36.88,0.51,5902.12,243.4,1101.266,11499.91,19492.55,"2022","05-08"
"127","2022-05-07",400.458,36.36,0.51,5881.76,218.2,1101.266,11500.44,19491.15,"2022","05-07"
"128","2022-05-06",394.7458,35.84,0.43,5528.83,842.5,1101.266,11499.97,19489.74,"2022","05-06"
"129","2022-05-05",390.0778,35.42,0.41,4767.78,280.3,1101.266,11499.47,19488.43,"2022","05-05"
"130","2022-05-04",385.5855,35.01,0.39,4746.58,401.2,1101.266,11499.84,19487.44,"2022","05-04"
"131","2022-05-03",381.2661,34.62,0.4,4580.41,166.3,1101.266,11500.13,19486.69,"2022","05-03"
"132","2022-05-02",376.844,34.22,0.39,4488.58,227.3,1101.266,11500.49,19485.74,"2022","05-02"
"133","2022-05-01",372.5386,33.83,0.46,5140.55,114.2,1101.2455,11499.77,19483.97,"2022","05-01"
"134","2022-04-30",367.4994,33.37,0.38,4351.13,154.8,1101.2875,11495.92,19645.56,"2022","04-30"
"135","2022-04-29",363.5905,32.97,0.3,3681.73,364.8,1102.7229,11496.05,19645.21,"2022","04-29"
"136","2022-04-28",360.2716,32.67,0.27,3419.37,390.6,1102.7229,11496.24,19644.71,"2022","04-28"
"137","2022-04-27",357.2566,32.4,0.19,2728.24,616.5,1102.7229,11492.25,19644.69,"2022","04-27"
"138","2022-04-26",355.1304,32.07,0.2,2915.15,698.1,1107.2292,11492.04,19645.24,"2022","04-26"
"139","2022-04-25",352.8497,31.87,0.26,3573.52,657,1107.2292,11490.95,19656.41,"2022","04-25"
"140","2022-04-24",349.9163,31.6,0.42,4858.34,206.3,1107.2185,11491.08,19654.84,"2022","04-24"
"141","2022-04-23",345.2501,31.18,0.41,4713.59,175.3,1107.2185,11491.48,19653.79,"2022","04-23"
"142","2022-04-22",340.7572,30.78,0.33,3964.83,364.7,1107.2185,11491.78,19653,"2022","04-22"
"143","2022-04-21",337.1722,30.45,0.28,3554.66,471.2,1107.2185,11492.15,19652.01,"2022","04-21"
"144","2022-04-20",334.0842,30.17,0.25,3410.16,644.6,1107.2185,11482.59,19658.27,"2022","04-20"
"145","2022-04-19",331.3247,29.92,0.26,3490.02,567.2,1107.2185,11482.91,19657.41,"2022","04-19"
"146","2022-04-18",328.214,29.64,0.42,4883.63,180.5,1107.2185,11483.44,19656.02,"2022","04-18"
"147","2022-04-17",323.657,29.23,0.43,4984.89,171.8,1107.2189,11483.98,19654.64,"2022","04-17"
"148","2022-04-16",318.8524,28.8,0.42,4864.52,178.7,1107.2189,11484.5,19653.29,"2022","04-16"
"149","2022-04-15",314.1639,28.37,0.37,4340.39,259.6,1107.2189,11484.94,19658.32,"2022","04-15"
"150","2022-04-14",309.4255,27.96,0.31,3792.08,388.5,1106.5965,11485.32,19657.32,"2022","04-14"
"151","2022-04-13",302.6462,27.35,0.26,3281.86,371.3,1106.5965,11485.43,19657.01,"2022","04-13"
"152","2022-04-12",303.1167,27.39,0.23,3062.91,546.4,1106.5965,11485.5,19681.83,"2022","04-12"
"153","2022-04-11",300.616,27.17,0.14,2199.17,628.1,1106.5965,11485.42,19682.04,"2022","04-11"
"154","2022-04-10",299.369,27.05,0.18,2553.68,517.6,1106.5975,11485.55,19681.83,"2022","04-10"
"155","2022-04-09",296.9985,26.84,0.19,2619.34,506.5,1106.5975,11485.65,19687.14,"2022","04-09"
"156","2022-04-08",294.9532,26.65,0.15,2312.65,629,1106.5975,11485.75,19686.88,"2022","04-08"
"157","2022-04-07",293.278,26.47,0.19,2447.69,371,1107.8144,11493.82,19687.67,"2022","04-07"
"158","2022-04-06",291.6404,26.33,0.12,2036.87,671.6,1107.6368,11485.86,19592.8,"2022","04-06"
"159","2022-04-05",290.2787,26.21,-0.02,1124.8,1338.4,1107.6368,11485.64,19593.38,"2022","04-05"
"160","2022-04-04",291.0601,26.28,-0.09,991.78,1949.1,1107.6368,11485.45,19593.89,"2022","04-04"
"161","2022-04-03",292.0302,26.37,-0.04,1229.37,1694.7,1107.6368,11485.36,19594.1,"2022","04-03"
"162","2022-04-02",292.6724,26.47,-0.04,1175.48,1641.6,1105.5274,11502.19,19574.23,"2022","04-02"
"163","2022-04-01",295.4873,26.66,-0.11,1006.01,2189.1,1108.1938,11496.36,19575.65,"2022","04-01"
"164","2022-03-31",291.2818,26.29,-0.02,1741.98,1976.8,1108.1227,11400.12,19363.34,"2022","03-31"
"165","2022-03-30",295.4033,26.59,0.03,2004.37,1708.6,1110.8227,11400.23,19363.05,"2022","03-30"
"166","2022-03-29",295.105,26.57,0.1,2514.84,1424.2,1110.8227,11400.46,19362.43,"2022","03-29"
"167","2022-03-28",294.0246,26.47,0.11,2609.02,1410,1110.8227,11400.67,19361.89,"2022","03-28"
"168","2022-03-27",292.8562,26.36,0.26,3771.77,892.4,1110.8134,11411.77,19360.57,"2022","03-27"
"169","2022-03-26",290.3068,26.16,0.26,3958.82,1045.6,1109.7437,11218.28,19065.41,"2022","03-26"
"170","2022-03-25",287.9347,25.92,0.2,3639.93,1469,1110.8134,11412.72,19358.05,"2022","03-25"
"171","2022-03-24",286.6159,25.8,0.08,2414.57,1490.5,1110.8134,11412.61,19358.33,"2022","03-24"
"172","2022-03-23",285.2735,25.68,0.03,2037.54,1677.4,1110.8134,11412.54,19358.54,"2022","03-23"
"173","2022-03-22",284.858,25.64,0,1865.14,1840.5,1110.8134,11412.46,19358.74,"2022","03-22"
"174","2022-03-21",284.885,25.65,-0.06,1771.3,2419.8,1110.8134,11414.3,19359.17,"2022","03-21"
"175","2022-03-20",285.5323,25.7,0.03,2242.19,1920.1,1110.8153,11409.23,19359.58,"2022","03-20"
"176","2022-03-19",283.3159,25.51,0.08,2521.96,1672,1110.8153,11406.24,19359.54,"2022","03-19"
"177","2022-03-18",284.3841,25.6,-0.05,1994.86,2586.9,1110.8153,11406.2,19359.67,"2022","03-18"
"178","2022-03-17",284.9917,25.66,-0.08,1650.47,2562.2,1110.8153,11421.17,19359.73,"2022","03-17"
"179","2022-03-16",285.9211,25.74,-0.1,1413.67,2528.8,1110.8153,11411.25,19359.52,"2022","03-16"
"180","2022-03-15",287.0338,25.84,-0.16,836.47,2596.2,1110.8153,11399.95,19359.52,"2022","03-15"
"181","2022-03-14",288.8197,26,-0.17,790.48,2646.9,1110.8068,11391.81,19342.48,"2022","03-14"
"182","2022-03-13",290.8254,26.18,-0.01,1748.9,1820.9,1110.8078,11392.05,19341.96,"2022","03-13"
"183","2022-03-12",290.9167,26.19,-0.01,1813.49,1966,1110.8078,11387.31,19341.27,"2022","03-12"
"184","2022-03-11",290.9598,26.19,-0.11,1395.28,2609.5,1110.8078,11387.67,19340.32,"2022","03-11"
"185","2022-03-10",292.1805,26.3,-0.09,1777,2815.3,1110.8078,11387.91,19339.68,"2022","03-10"
"186","2022-03-09",293.2138,26.4,-0.24,734.24,3383.4,1110.8078,11388,19339.45,"2022","03-09"
"187","2022-03-08",295.9788,26.65,-0.32,591.06,4105.9,1110.8078,11378.06,19339.27,"2022","03-08"
"188","2022-03-07",299.496,26.96,-0.38,645.33,4815.6,1110.8078,11382.76,19340.08,"2022","03-07"
"189","2022-03-06",303.6945,27.34,-0.21,888.88,3207.5,1110.8078,11382.51,19340.73,"2022","03-06"
"190","2022-03-05",305.9913,27.55,-0.19,930.04,2992.5,1110.8078,11382.3,19364.89,"2022","03-05"
"191","2022-03-04",308.0372,27.73,-0.27,764.9,3762.8,1110.8078,11381.94,19365.84,"2022","03-04"
"192","2022-03-03",311.0219,28,-0.3,621.62,3974.6,1110.8078,11359.86,19366.77,"2022","03-03"
"193","2022-03-02",314.3953,28.3,-0.33,636.28,4293.1,1110.8078,11359.46,19367.83,"2022","03-02"
"194","2022-03-01",318.0315,28.63,-0.34,676.64,4507.1,1110.8078,11354.05,19368.92,"2022","03-01"
"195","2022-02-28",321.9029,28.98,-0.35,483.98,4422.7,1110.8078,11352.34,19393.58,"2022","02-28"
"196","2022-02-27",325.846,29.33,-0.16,972.34,2703.2,1110.8093,11378.89,19394.22,"2022","02-27"
"197","2022-02-26",327.5769,29.49,-0.17,728.5,2649.9,1110.8093,11388.68,19394.76,"2022","02-26"
"198","2022-02-25",329.4823,29.66,-0.26,400,3275.2,1110.8093,11309.11,19395.74,"2022","02-25"
"199","2022-02-24",332.2281,29.91,-0.25,493.29,3272.9,1110.8093,11277.1,19396.49,"2022","02-24"
"200","2022-02-23",335.0169,30.16,-0.28,471.95,3571.5,1110.8093,11276.74,19397.46,"2022","02-23"
"201","2022-02-22",338.0983,30.44,-0.33,395.05,4084.7,1110.8093,11276.42,19398.29,"2022","02-22"
"202","2022-02-21",341.7819,30.77,-0.33,374.2,4013.2,1110.8093,11276.07,19399.21,"2022","02-21"
"203","2022-02-20",345.4058,31.09,-0.17,881.91,2784.5,1110.8093,11275.8,19440.23,"2022","02-20"
"204","2022-02-19",347.313,31.27,-0.22,721.78,3207.8,1110.8093,11275.49,19441.05,"2022","02-19"
"205","2022-02-18",349.79,31.49,-0.24,581.11,3259.8,1110.8093,11275.45,19441.16,"2022","02-18"
"206","2022-02-17",352.4798,31.73,-0.24,718.47,3350.3,1110.8093,11275.55,19440.88,"2022","02-17"
"207","2022-02-16",355.0888,31.97,-0.3,638.54,3939.5,1110.8093,11275.38,19441.34,"2022","02-16"
"208","2022-02-15",358.3806,32.26,-0.36,386.99,4337.9,1110.8093,11275.22,19441.76,"2022","02-15"
"209","2022-02-14",362.4821,32.63,-0.36,622.58,4593.3,1110.8093,11275.13,19442.01,"2022","02-14"
"210","2022-02-13",366.408,32.99,-0.26,784.14,3718.3,1110.8117,11275.06,19442.45,"2022","02-13"
"211","2022-02-12",369.3376,33.25,-0.34,479.43,4270.2,1110.8117,11274.86,19442.98,"2022","02-12"
"212","2022-02-11",373.1594,33.59,-0.42,440.62,5128.5,1110.8117,11274.57,19443.75,"2022","02-11"
"213","2022-02-10",377.8224,34.01,-0.41,451.57,5059.5,1110.8117,11274.28,19475.73,"2022","02-10"
"214","2022-02-09",382.4287,34.43,-0.36,506.3,4500.9,1110.8117,11273.89,19476.74,"2022","02-09"
"215","2022-02-08",386.3185,34.78,-0.37,346.48,4430.8,1110.8117,11273.69,19477.28,"2022","02-08"
"216","2022-02-07",390.403,35.15,-0.39,328.46,4675.6,1110.8117,11273.32,19478.24,"2022","02-07"
"217","2022-02-06",394.7602,35.54,-0.22,649.7,3073.9,1110.8107,11273.25,19478.32,"2022","02-06"
"218","2022-02-05",397.2595,35.76,-0.24,602.34,3301.4,1110.8107,11273.18,19478.51,"2022","02-05"
"219","2022-02-04",399.963,36.01,-0.34,591.39,4350.1,1110.8107,11273.18,19478.52,"2022","02-04"
"220","2022-02-03",403.7377,36.35,-0.41,410.59,5002.7,1110.8107,11272.96,19479.08,"2022","02-03"
"221","2022-02-02",408.3312,36.76,-0.44,273.09,5123.6,1110.8107,11272.7,19446.82,"2022","02-02"
"222","2022-02-01",413.1853,37.2,-0.45,296.26,5305,1110.8107,11272.4,19480.58,"2022","02-01"
"223","2022-01-31",418.1289,37.64,-0.55,222.97,6365.2,1110.8107,11272.09,19501.49,"2022","01-31"
"224","2022-01-30",424.2649,38.19,-0.35,506.39,4403.2,1110.8229,11272.09,19502.88,"2022","01-30"
"225","2022-01-29",428.1475,38.54,-0.36,589,4594,1110.8229,11271.83,19503.56,"2022","01-29"
"226","2022-01-28",432.1361,38.9,-0.56,210.35,6430.7,1110.8229,11271.44,19523.09,"2022","01-28"
"227","2022-01-27",438.3505,39.46,-0.59,281.3,6795.5,1110.8229,11271.14,19523.9,"2022","01-27"
"228","2022-01-26",444.8837,40.05,-0.68,234.16,7819.4,1110.8229,11270.68,19525.1,"2022","01-26"
"229","2022-01-25",452.4142,40.73,-0.72,170.59,8184.5,1110.8229,11270.25,19526.23,"2022","01-25"
"230","2022-01-24",460.4332,41.45,-0.7,189.45,7915.6,1110.8229,11269.85,19494.08,"2022","01-24"
"231","2022-01-23",468.1584,42.14,-0.54,261.97,6254.2,1110.8449,11269.97,19529.47,"2022","01-23"
"232","2022-01-22",474.2729,42.69,-0.58,234.26,6661,1110.8449,11269.55,19530.58,"2022","01-22"
"233","2022-01-21",480.7003,43.27,-0.69,166.85,7817.8,1110.8449,11270.08,19529.2,"2022","01-21"
"234","2022-01-20",488.3528,43.96,-0.65,158.96,7396.8,1110.8449,11269.68,19492.91,"2022","01-20"
"235","2022-01-19",495.5687,44.61,-0.64,207.14,7333,1110.8449,11269.28,19508.05,"2022","01-19"
"236","2022-01-18",502.4789,45.23,-0.69,199.79,7844.2,1110.8449,11268.73,19552.55,"2022","01-18"
"237","2022-01-17",510.1639,45.93,-0.64,213.01,7351.8,1110.8449,11268.37,19509.95,"2022","01-17"
"238","2022-01-16",517.2759,46.56,-0.49,459.31,5947.3,1110.9449,11270.45,19559.44,"2022","01-16"
"239","2022-01-15",522.7781,47.06,-0.56,366.08,6558.3,1110.9449,11269.95,19560.76,"2022","01-15"
"240","2022-01-14",528.9643,47.61,-0.7,189.15,8011.3,1110.9449,11269.46,19562.05,"2022","01-14"
"241","2022-01-13",536.8254,48.32,-0.71,249.13,8108.6,1110.9449,11269.65,19561.54,"2022","01-13"
"242","2022-01-12",557.3188,50.17,-0.76,194.24,8644.6,1110.9449,11269.23,19562.65,"2022","01-12"
"243","2022-01-11",552.7912,49.76,-0.73,227.92,8294.7,1110.9449,11268.79,19563.8,"2022","01-11"
"244","2022-01-10",560.8372,50.49,-0.69,180.26,7850.1,1110.8941,11268.31,19560.87,"2022","01-10"
